,genre_ids,id,popularity,release_date,title,vote_average,vote_count
644,"[16, 35, 10751, 14]",2062,125.038,2007-06-21,Ratatouille,7.82,16498
645,"[35, 10749, 18]",164,32.217,1961-10-06,Breakfast at Tiffany's,7.668,4055
646,"[35, 14, 10749]",10096,32.267,2004-04-13,13 Going on 30,6.744,4972
647,"[35, 10749, 18]",4951,45.744,1999-03-30,10 Things I Hate About You,7.587,7797
648,[18],11023,31.276,2003-08-20,Thirteen,6.612,1563
649,"[12, 14, 28]",22,119.533,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,20019
650,"[18, 35, 10749]",9779,16.614,2005-06-01,The Sisterhood of the Traveling Pants,6.482,1249
651,"[10749, 18]",11036,96.987,2004-06-25,The Notebook,7.888,11130
652,"[12, 14, 10751]",10601,28.496,2003-12-18,Peter Pan,7.176,2537
653,"[28, 12, 14, 878]",19995,178.573,2009-12-15,Avatar,7.581,30873
654,"[16, 28, 12, 878]",569094,167.93,2023-05-31,Spider-Man: Across the Spider-Verse,8.362,6301
655,"[18, 10749]",38684,27.286,2011-03-11,Jane Eyre,7.211,1411
656,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26583
657,"[28, 12, 35, 80, 53]",4327,33.011,2000-11-02,Charlie's Angels,5.827,4017
658,"[28, 80, 53]",9799,6.185,2001-06-22,The Fast and the Furious,6.977,9663
659,"[12, 16, 14]",123,29.291,1978-11-15,The Lord of the Rings,6.555,841
660,"[28, 80]",24,51.747,2003-10-10,Kill Bill: Vol. 1,7.971,16889
661,"[14, 27, 28, 12]",456740,172.23,2019-04-10,Hellboy,5.6,3290
662,"[28, 53]",245891,99.539,2014-10-22,John Wick,7.43,18681
663,"[14, 53, 28, 12, 27]",282035,352.961,2017-06-06,The Mummy,5.509,6996
664,"[12, 28, 878]",299536,280.129,2018-04-25,Avengers: Infinity War,8.247,28920
665,"[28, 53]",8681,104.197,2008-02-18,Taken,7.392,10862
666,"[53, 28, 80]",156022,135.471,2014-09-24,The Equalizer,7.272,8729
667,[35],9377,28.839,1986-06-11,Ferris Bueller's Day Off,7.594,4732
668,"[14, 53, 28, 12, 27]",282035,352.961,2017-06-06,The Mummy,5.509,6996
669,"[12, 14, 28]",22,119.533,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,20019
670,"[10751, 16, 35, 14]",481084,44.169,2019-10-10,The Addams Family,6.623,2226
671,"[12, 28, 878]",20526,68.382,2010-12-14,TRON: Legacy,6.47,6922
672,"[12, 10751, 14]",13597,223.412,1986-06-27,Labyrinth,7.275,2313
673,"[16, 35, 10751, 14]",568124,150.275,2021-10-13,Encanto,7.606,9173
674,"[12, 14, 28]",120,121.837,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.412,24380
675,"[12, 16, 9648]",17578,31.909,2011-10-24,The Adventures of Tintin,6.896,5222
676,"[28, 12, 878]",1771,44.102,2011-07-22,Captain America: The First Avenger,7.0,20931
677,"[18, 28, 36]",14756,15.672,2008-12-12,Ip Man,7.75,3648
678,"[12, 10751, 14]",267935,60.618,2016-06-01,The BFG,6.268,3252
679,"[28, 878, 12]",118340,62.379,2014-07-30,Guardians of the Galaxy,7.908,27453
680,"[12, 28, 878]",299536,280.129,2018-04-25,Avengers: Infinity War,8.247,28920
681,"[28, 35]",746036,1915.521,2024-04-24,The Fall Guy,7.33,801
682,"[878, 12, 14]",70160,30.457,2012-03-12,The Hunger Games,7.207,21469
683,"[12, 14, 28]",22,119.533,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,20019
684,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26584
685,"[18, 28, 80, 53]",155,95.154,2008-07-16,The Dark Knight,8.515,31977
686,"[28, 878, 12]",1726,172.619,2008-04-30,Iron Man,7.644,25766
687,"[12, 28, 878]",11,565.814,1977-05-25,Star Wars,8.203,20039
688,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26584
689,"[878, 12, 28]",76600,248.803,2022-12-14,Avatar: The Way of Water,7.624,11310
690,"[28, 53, 878]",296,40.316,2003-07-02,Terminator 3: Rise of the Machines,6.159,6401
691,"[16, 28, 12, 878]",324857,93.601,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,15030
692,"[16, 12, 28, 14, 10402]",900667,70.782,2022-08-06,One Piece Film Red,7.266,903
693,"[28, 878]",603,569.07,1999-03-31,The Matrix,8.216,24931
694,[18],7345,37.765,2007-12-26,There Will Be Blood,8.083,6359
695,"[14, 27]",985,78.268,1978-02-03,Eraserhead,7.385,2305
696,"[53, 18, 80]",1359,106.343,2000-04-13,American Psycho,7.402,10488
697,"[12, 18, 35]",1878,23.92,1998-05-19,Fear and Loathing in Las Vegas,7.208,4440
