,genre_ids,id,popularity,release_date,title,vote_average,vote_count
637,"[12, 28]",85,98.364,1981-06-12,Raiders of the Lost Ark,7.927,12028
638,"[12, 28, 878]",11,548.205,1977-05-25,Star Wars,8.2,19997
639,"[18, 10751, 10402, 10749]",15121,91.711,1965-03-29,The Sound of Music,7.725,3134
640,"[12, 14, 28]",122,142.415,2003-12-01,The Lord of the Rings: The Return of the King,8.479,23396
641,"[12, 10751, 14, 35, 10749]",2493,50.116,1987-09-25,The Princess Bride,7.7,4379
642,"[16, 10751, 12]",10674,97.964,1998-06-18,Mulan,7.913,9308
643,[35],210937,3.254,2001-01-17,Pursuit of Happiness,4.5,2
644,"[18, 35]",350,88.07,2006-06-29,The Devil Wears Prada,7.4,11653
645,[18],223965,8.91,2013-10-18,Barber's Tales,7.6,5
646,"[16, 878, 28, 18]",18491,79.561,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.315,1492
647,"[878, 18, 10749]",38,90.592,2004-03-19,Eternal Sunshine of the Spotless Mind,8.097,14404
648,"[27, 878]",48311,17.716,1982-03-12,Parasite,4.8,55
649,"[28, 35, 10749]",22538,49.375,2010-08-12,Scott Pilgrim vs. the World,7.487,7584
650,"[18, 35]",391713,373.703,2017-09-01,Lady Bird,7.266,8187
651,"[16, 35, 10751, 14]",2062,136.923,2007-06-21,Ratatouille,7.819,16469
652,"[35, 10749, 18]",164,48.512,1961-10-06,Breakfast at Tiffany's,7.7,4047
653,"[35, 14, 10749]",10096,49.124,2004-04-13,13 Going on 30,6.744,4963
654,"[35, 10749, 18]",4951,55.977,1999-03-30,10 Things I Hate About You,7.6,7782
655,[18],11023,28.718,2003-08-20,Thirteen,6.6,1560
656,"[12, 14, 28]",22,154.147,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19983
657,"[18, 35, 10749]",9779,25.505,2005-06-01,The Sisterhood of the Traveling Pants,6.5,1245
658,"[10749, 18]",11036,78.954,2004-06-25,The Notebook,7.888,11111
659,"[12, 14, 10751]",10601,42.789,2003-12-18,Peter Pan,7.177,2534
660,"[28, 12, 14, 878]",19995,128.849,2009-12-15,Avatar,7.58,30842
661,"[16, 28, 12, 878]",569094,187.181,2023-05-31,Spider-Man: Across the Spider-Verse,8.366,6265
662,"[18, 10749]",38684,30.34,2011-03-11,Jane Eyre,7.2,1408
663,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
664,"[28, 12, 35, 80, 53]",4327,42.093,2000-11-02,Charlie's Angels,5.828,4006
665,"[28, 80, 53]",9799,6.44,2001-06-22,The Fast and the Furious,6.978,9647
666,"[12, 16, 14]",123,38.55,1978-11-15,The Lord of the Rings,6.566,838
667,"[28, 80]",24,75.403,2003-10-10,Kill Bill: Vol. 1,7.971,16857
668,"[14, 27, 28, 12]",456740,132.626,2019-04-10,Hellboy,5.557,3278
669,"[28, 53]",245891,99.493,2014-10-22,John Wick,7.4,18655
670,"[14, 53, 28, 12, 27]",282035,356.249,2017-06-06,The Mummy,5.51,6982
671,"[12, 28, 878]",299536,301.378,2018-04-25,Avengers: Infinity War,8.246,28875
672,"[28, 53]",8681,92.026,2008-02-18,Taken,7.391,10838
673,"[53, 28, 80]",156022,115.405,2014-09-24,The Equalizer,7.272,8713
674,[35],9377,41.564,1986-06-11,Ferris Bueller's Day Off,7.593,4719
675,"[14, 53, 28, 12, 27]",282035,356.249,2017-06-06,The Mummy,5.51,6982
676,"[12, 14, 28]",22,154.147,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19983
677,"[10751, 16, 35, 14]",481084,60.457,2019-10-10,The Addams Family,6.621,2223
678,"[12, 28, 878]",20526,72.532,2010-12-14,TRON: Legacy,6.469,6913
679,"[12, 10751, 14]",13597,203.839,1986-06-27,Labyrinth,7.3,2308
680,"[16, 35, 10751, 14]",568124,150.981,2021-10-13,Encanto,7.6,9159
681,"[12, 14, 28]",122,142.415,2003-12-01,The Lord of the Rings: The Return of the King,8.479,23396
682,[],791853,0.214,2013-04-17,The Adventures of Tin Liao,0.0,0
683,"[12, 28, 878]",271110,148.446,2016-04-27,Captain America: Civil War,7.442,22166
684,"[18, 28, 36]",14756,22.939,2008-12-12,Ip Man,7.751,3642
685,"[12, 10751, 14]",267935,55.554,2016-06-01,The BFG,6.268,3250
686,"[28, 878, 12]",118340,62.663,2014-07-30,Guardians of the Galaxy,7.907,27426
687,"[12, 28, 878]",299536,301.378,2018-04-25,Avengers: Infinity War,8.246,28875
688,"[28, 35]",746036,232.589,2024-04-24,The Fall Guy,7.421,382
689,"[878, 12, 14]",70160,50.003,2012-03-12,The Hunger Games,7.2,21435
690,"[12, 14, 28]",22,154.147,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19983
691,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
692,"[18, 28, 80, 53]",155,128.536,2008-07-16,The Dark Knight,8.515,31935
693,"[12, 28, 878]",10138,540.666,2010-04-28,Iron Man 2,6.84,20448
694,"[12, 28, 878]",11,548.205,1977-05-25,Star Wars,8.203,19999
695,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26545
696,"[878, 12, 28]",76600,194.924,2022-12-14,Avatar: The Way of Water,7.624,11276
697,"[28, 53, 878]",296,59.492,2003-07-02,Terminator 3: Rise of the Machines,6.159,6386
698,"[16, 28, 12, 878]",324857,113.278,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,14998
699,"[16, 12, 28, 14, 10402]",900667,70.332,2022-08-06,One Piece Film Red,7.3,901
700,"[28, 878]",603,575.344,1999-03-31,The Matrix,8.215,24874
701,[18],7345,36.996,2007-12-26,There Will Be Blood,8.084,6345
702,"[14, 27]",985,67.775,1978-02-03,Eraserhead,7.4,2300
703,"[53, 18, 80]",1359,84.339,2000-04-13,American Psycho,7.404,10461
704,"[12, 18, 35]",1878,43.774,1998-05-19,Fear and Loathing in Las Vegas,7.2,4433
