char,movie,mbti,votes
Frank Ochoa,Death Wish,ESTJ,7 Pdb Votes
Burt Cummings,Army of the Dead / Army of Thieves (2021),ESTJ,5 Pdb Votes
Izzy Woods,Legally Blondes (2009),ESTJ,9 Pdb Votes
Ethan Sawyer,Those Who Wish Me Dead (2021),ESTJ,19 Pdb Votes
Jack Blackwell,Those Who Wish Me Dead (2021),ESTJ,110 Pdb Votes
Raveendran,Kala (2021),XXXX,1 Pdb Vote
Martin,Army of the Dead / Army of Thieves (2021),ESTJ,5 Pdb Votes
Sheila,Fear Street (Franchise),ESTJ,13 Pdb Votes
Ravi,I (Tamil),ESTJ,1 Pdb Vote
Nikolay Vyazemsky,Silver Skates,ESTJ,1 Pdb Vote
Arkady Trubetskoy,Silver Skates,ESTJ,4 Pdb Votes
Tuya,Exodus: Gods and Kings (2014),ESTJ,1 Pdb Vote
Hegep,Exodus: Gods and Kings (2014),ESTJ,27 Pdb Votes
Commander Richter,Angels & demons (2009),ESTJ,1 Pdb Vote
Mamie-Claire,Mistress America (2015),ESTJ,1 Pdb Vote
Layton T. Montgomery,Bee Movie (2007),ESTJ,15 Pdb Votes
Alonzo Mosely,Midnight Run,XXXX,1 Pdb Vote
Rachel Reiter,The Red Sea Diving Resort (2019),XXXX,0
Rachel Thompson,Fear Street (Franchise),ESTJ,0
Antunes,O Homem Que Copiava,ESTJ,0
Heidi Hansen,Dear Evan Hansen (Movie),XXXX,4 Pdb Votes
Marion Hawthorne,Harriet The Spy (1996),ESTJ,5 Pdb Votes
Big Edna,UHF,ESTJ,3 Pdb Votes
Lona Skinner,Candy Jar,ESTJ,18 Pdb Votes
Anthony Petrocelli,Monster,ESTJ,2 Pdb Votes
Von Geisler,Frontier(s),XXXX,1 Pdb Vote
Miss Taylor,Pete's Dragon (1977),ESTJ,5 Pdb Votes
Richard Morgan,Weaponized,ESTJ,2 Pdb Votes
Vick,Profile (2018),ESTJ,3 Pdb Votes
Major Jackson,Django (1966),XXXX,1 Pdb Vote
Patron,Korkusuz Korkak (1979),ESTJ,1 Pdb Vote
Capt. Angie Garza,Spiral (2021),ESTJ,14 Pdb Votes
Pinky,Friday (1995),ESTJ,2 Pdb Votes
Agent Neville Flynn,Snakes on a Plane (2006),ESTJ,2 Pdb Votes
Captain Davenport,A Soldier’s Story,ESTJ,2 Pdb Votes
Dudley,Young Sherlock Holmes,ESTJ,9 Pdb Votes
Bambino,They Call Me Trinity (1970),XXXX,8 Pdb Votes
Julianne Bryan,Frenemies (2012),ESTJ,14 Pdb Votes
Bob Toal,Filth (2013),ESTJ,13 Pdb Votes
Elvi Räppääjä,Risto Räppääjä,ESTJ,19 Pdb Votes
Mrs. Alexandra X,The Nanny Diaries,XXXX,2 Pdb Votes
Colonel,Șantaj,ESTJ,6 Pdb Votes
Maaranjeri Karunakara Menon,Narasimham,ESTJ,3 Pdb Votes
Iñigo Villanueva,Hayop Ka!,ESTJ,3 Pdb Votes
Fifi,Open Season (2006),ESTJ,40 Pdb Votes
McSquizzy,Open Season (2006),ESTJ,20 Pdb Votes
Simon Grady,Cube²: Hypercube (2002),ESTJ,5 Pdb Votes
Takayasu Tsutsui,Cold Fish(2010),ESTJ,3 Pdb Votes
Oma Slättberg,Die wilden Hühner (2006),ESTJ,11 Pdb Votes
Paula Thomas,Valentine’s Day (2010),ESTJ,1 Pdb Vote
Bhagwanti,Hum Aapke Hain Koun,XXXX,2 Pdb Votes
Chicken,The Big Bad Fox and Other Tales... (2017),ESTJ,3 Pdb Votes
Anita,West Side Story (2021),ESTJ,69 Pdb Votes
Francis Longchamp,Tom at The Farm (2013),ESTJ,4 Pdb Votes
Velitel,Princezna ze mlejna (1994),ESTJ,2 Pdb Votes
Jean,Princezna ze mlejna (1994),ESTJ,2 Pdb Votes
Patty,Elvira: Mistress of the Dark (1988),ESTJ,3 Pdb Votes
Kate Stanton,12 Dates of Christmas,ESTJ,5 Pdb Votes
Élisabeth Choquet,Masculin féminin (1966),ESTJ,1 Pdb Vote
Tony,Arlo the Alligator Boy (2021),ESTJ,3 Pdb Votes
Taylor Dean,Zapped,ESTJ,37 Pdb Votes
Thomas Wolsey,Anne Of The Thousand Days,ESTJ,2 Pdb Votes
Thomas Boleyn,Anne Of The Thousand Days,ESTJ,2 Pdb Votes
Uglúk,The Lord of the Rings (Film Trilogy),ESTJ,8 Pdb Votes
Malik,Blinded By The Light (2019),ESTJ,8 Pdb Votes
Ephraim,Munich (2005),ESTJ,1 Pdb Vote
Judy Harmon,Judas and the Black Messiah (2021),ESTJ,7 Pdb Votes
Vortigern,Merlin (1998 Miniseries),ESTJ,2 Pdb Votes
Маша,Funny Friends,ESTJ,10 Pdb Votes
Ashley,LOL(2012),ESTJ,16 Pdb Votes
Jones,Replicas (2018),ESTJ,1 Pdb Vote
Detective Croydon,My First Summer,ESTJ,1 Pdb Vote
Jeriba Shigan,Enemy Mine,ESTJ,2 Pdb Votes
Dr. Nicole 'Nic' Allgood,The Kids Are All Right (2010),ESTJ,6 Pdb Votes
Eva,Rio (2011),ESTJ,13 Pdb Votes
Okono,Lady Snowblood (Shurayukihime),ESTJ,5 Pdb Votes
Mr. Wang,Wish Dragon (2021),ESTJ,27 Pdb Votes
Long,Wish Dragon (2021),ESTJ,121 Pdb Votes
Ernie,Return Of The Living Dead,ESTJ,2 Pdb Votes
Dr. Vanessa Fanning,Every Breath You Take,ESTJ,3 Pdb Votes
Jong-Woo,Tune in for Love (2019),XXXX,5 Pdb Votes
Bellza,Plan Bee (2007),ESTJ,2 Pdb Votes
Malococsis,Asterix and Obelix (Franchise),ESTJ,2 Pdb Votes
Sailing Master John Allen,Master and Commander: The Far Side of the World (2003),ESTJ,30 Pdb Votes
Camille Wright,Love & Basketball (2000),ESTJ,23 Pdb Votes
Mafalda,Call Me by Your Name (2017),ESTJ,2 Pdb Votes
Spanky,The Little Rascals (1994),ESTJ,5 Pdb Votes
Yvonne,A Nightmare on Elm Street (Franchise),ESTJ,2 Pdb Votes
Major Stone,28 Weeks Later,ESTJ,13 Pdb Votes
Claire Reimann,Crisis (2021),ESTJ,15 Pdb Votes
Dr. Winston Zeddmore,Ghostbusters: Afterlife (2021),ISFJ,3 Pdb Votes
Amonbofis / Criminalis,Asterix and Obelix (Franchise),ESTJ,6 Pdb Votes
Joi,Friday (1995),ESTJ,3 Pdb Votes
Jamie,That’s My Boy,ESTJ,54 Pdb Votes
Kate Thompson,The Gods Must Be Crazy,ESTJ,21 Pdb Votes
Galactic Empire,Star Wars,ESTJ,3 Pdb Votes
Kim,Shiva Baby (2020),ESTJ,2 Pdb Votes
Thomas Dunwitty,Bamboozled,ESTJ,6 Pdb Votes
Judy Molloy,In the Loop,ESTJ,1 Pdb Vote
General Douglas Hein,Final Fantasy: The Spirits Within,ESTJ,6 Pdb Votes
Captain Shimamoto,The Chinese Widow (Feng huo fang fei) (2017),ESTJ,2 Pdb Votes
Niu Niu Zi,The Chinese Widow (Feng huo fang fei) (2017),ESTJ,2 Pdb Votes
Mary Delgado,Jersey Boys,ESTJ,2 Pdb Votes
Mr. Primrose,Barbie and the Secret Door,ESTJ,9 Pdb Votes
Nick,The Mistle-Tones,ESTJ,3 Pdb Votes
Marci,The Mistle-Tones,ESTJ,2 Pdb Votes
Tom Duvall,Not Another Happy Ending,ESTJ,11 Pdb Votes
"Robert ""Bobby"" Monday",Premium Rush,ESTJ,1 Pdb Vote
Sheriff Berringer,Hansel & Gretel: Witch Hunters,ESTJ,1 Pdb Vote
Daruma-san ga Koronda,Kamisama no Iutoori,ESTJ,1 Pdb Vote
Doyle Lonnegan,The Sting,ESTJ,18 Pdb Votes
terahara,grasshopper,ESTJ,17 Pdb Votes
hiyoko,grasshopper,ESTJ,2 Pdb Votes
Oku Eiji,Kamisama no Iutoori,ESTJ,4 Pdb Votes
Shimmer,Barbie: Fairytopia (2005),ESTJ,7 Pdb Votes
Paul,The Father (2020),ESTJ,4 Pdb Votes
Louise Williams,Mars Attacks! (1996),ESTJ,0
General Decker,Mars Attacks! (1996),ESTJ,0
Allie,Thunder Force,ESTJ,0
Magnus Crome,Mortal Engines (2018),ESTJ,0
Persnikitty,Garfield: The Movie,ESTJ,1 Pdb Vote
Happy Chapman,Garfield: The Movie,ESTJ,1 Pdb Vote
Jack Edwards,Mindwalk,ESTJ,1 Pdb Vote
King Bhadur Shah Zafar,Zero to Hero,ESTJ,2 Pdb Votes
Marsha Hunter,Hunger Point (2003),ESTJ,1 Pdb Vote
Beatrice,Departure (2015),XXXX,1 Pdb Vote
Jack Buggit,The Shipping News,ESTJ,4 Pdb Votes
The Angry Smoothie Shop Customer,Bad Trip (2020),ESTJ,4 Pdb Votes
The Plumber,Bad Trip (2020),ISTJ,4 Pdb Votes
Dan,Waiting... (2005),ESTJ,5 Pdb Votes
Naomi,Waiting... (2005),ESTJ,6 Pdb Votes
Signor Pomidor (Cavalier Pomodoro),Cipollino,ESTJ,2 Pdb Votes
An Eccentric Millionaire,City Lights (1931),XXXX,1 Pdb Vote
Mr. Welch,Akeelah and the Bee,XXXX,1 Pdb Vote
Tanya Anderson,Akeelah and the Bee,XXXX,1 Pdb Vote
Master Taj,Fantastic Planet (1973),ESTJ,14 Pdb Votes
Alicia Winthrop-Scott,Monte Carlo (2011),ESTJ,7 Pdb Votes
Clay Verris,Gemini Man,ESTJ,6 Pdb Votes
Pontius Pilate,The Passion of the Christ,ESTJ,3 Pdb Votes
Caiaphas,The Passion of the Christ,ESTJ,11 Pdb Votes
Judith Gopnik,A Serious Man (2009),ESTJ,4 Pdb Votes
Anna (the aunt),Help! I'm a Fish!,ESTJ,26 Pdb Votes
Zoe Tuazon,The Gifted (2014,ESTJ,21 Pdb Votes
Lilliana Roxelle,Barbie: A Fairy Secret,ESTJ,43 Pdb Votes
Hamish Ascot,Alice in Wonderland / Through the Looking Glass (2010 - 2016),ESTJ,5 Pdb Votes
King Oleron,Alice in Wonderland / Through the Looking Glass (2010 - 2016),ESTJ,1 Pdb Vote
Professor,Naomi and Ely’s No Kiss List (2015),ESTJ,2 Pdb Votes
Mecha,La Ciénaga (2001),ESTJ,5 Pdb Votes
Manohar Jawanda,Andhadhun (2018),XXXX,5 Pdb Votes
Justus von Jaucher,NaPolA (2004),ESTJ,3 Pdb Votes
Agah Karaçay,Zalim İstanbul (Ruthless City),ESTJ,1 Pdb Vote
Picture Imp,The Color Of Magic (2008 Television Film),ESTJ,4 Pdb Votes
PC Mackintosh,Wallace and Gromit,ESTJ,5 Pdb Votes
Heather (agent 84),Barely Lethal (2015),ESTJ,13 Pdb Votes
Wicked Queen,Barbie: A Fashion Fairytale,ESTJ,26 Pdb Votes
Grace,Barbie: A Fashion Fairytale,ESTJ,4 Pdb Votes
Jacqueline,Barbie: A Fashion Fairytale,ESTJ,4 Pdb Votes
Clarissa Payne,What a Girl Wants,ESTJ,1 Pdb Vote
Xander Grady,Death Race,ESTJ,6 Pdb Votes
Mr. Ulrich,Death Race,ESTJ,1 Pdb Vote
Pixie Ocaranta,BIA: Un Mundo Al Revés (2021),ESTJ,1 Pdb Vote
Kraken,Clash of the Titans,XXXX,8 Pdb Votes
Joyce Rizzo,City Island (2009),ESTJ,2 Pdb Votes
Helena Urquiza,BIA: Un Mundo Al Revés (2021),ESTJ,41 Pdb Votes
Elvira,Secret Magic Control Agency,XXXX,2 Pdb Votes
Gretel,Secret Magic Control Agency,XXXX,5 Pdb Votes
Nessie,Concrete Cowboy (2020),ESTJ,1 Pdb Vote
Harp,Concrete Cowboy (2020),ESTJ,2 Pdb Votes
Father Moinighan,The Big Wedding (2013),ESTJ,3 Pdb Votes
Marek Neděla,Párty Hárd (2019),ESTJ,3 Pdb Votes
Tomášův táta,Párty Hárd (2019),ESTJ,2 Pdb Votes
Pája Poulíček,Párty Hárd (2019),ESTJ,4 Pdb Votes
Susan,Psycho Goreman,ESTJ,5 Pdb Votes
Margareth (Grace's Alter Ego),Deadly Illusions (2021),XXXX,9 Pdb Votes
Alice Dunne,"Love, Rosie (2014)",ESTJ,3 Pdb Votes
Steward Bot,WALL-E (2008),ESTJ,11 Pdb Votes
Director Stansfield,American Assassin,ESTJ,2 Pdb Votes
Stan Hurley,American Assassin,ESTJ,3 Pdb Votes
Loudalová,Fimfárum Jana Wericha (2002),ESTJ,10 Pdb Votes
Lakomá Barka,Fimfárum Jana Wericha (2002),ESTJ,2 Pdb Votes
Lena (Botan's girlfriend),The Last Button,ESTJ,20 Pdb Votes
Bonnie Lopez,The Luck Of The Irish (2001),ESTJ,28 Pdb Votes
El Diablo,Beverly Hills Chihuahua,ESTJ,12 Pdb Votes
Commander Vachir,Kung Fu Panda (Franchise),ESTJ,2 Pdb Votes
Anna,Anna and the King,ESTJ,2 Pdb Votes
Eve,Interiors (1978),ESTJ,4 Pdb Votes
Fely,Miss Granny,ESTJ,6 Pdb Votes
Odrey,Miss Granny,ESTJ,18 Pdb Votes
The Supervisor,Mars Needs Moms,ESTJ,12 Pdb Votes
Chef,Trolls (2016),ESTJ,12 Pdb Votes
Komisarz Jerzy Ryba,Kiler (1997),ESTJ,3 Pdb Votes
Szef,Chłopaki nie płaczą,ESTJ,1 Pdb Vote
Sergeant Hulka,Stripes (1981),ESTJ,7 Pdb Votes
Anthony Hubbard,The Siege (1998),ENTJ,10 Pdb Votes
Charlotte,LOL (Laughing Out Loud),ESTJ,24 Pdb Votes
Glaze,The Spy Next Door (2010),XXXX,4 Pdb Votes
Alex Shimerda,There's Someone Inside Your House (2021),ESTJ,1 Pdb Vote
Pascal O'Keeffe,Handsome Devil,ESTJ,1 Pdb Vote
Pascal O,Handsome Devil,ESTJ,2 Pdb Votes
Julian,Face (1997),XXXX,2 Pdb Votes
Bridget,A Lot Like Love (2005),ESTJ,1 Pdb Vote
Gina,A Lot Like Love (2005),XXXX,68 Pdb Votes
Leon Zat,Lantana (2001),ESTJ,1 Pdb Vote
General Reginald Dyer,Gandhi (1982),ESTJ,1 Pdb Vote
Marlena Gru (Gru's Mom),Despicable Me (Franchise),ESTJ,23 Pdb Votes
Inge,HartenStraat,ESTJ,9 Pdb Votes
Katje,HartenStraat,ESTJ,11 Pdb Votes
Hilary Faye Stockard,Saved! (2004),ESTJ,2 Pdb Votes
Jenny Halsey,The Mummy (2017),ESTJ,2 Pdb Votes
Maya Simmons,Godzilla vs. Kong,ESTJ,2 Pdb Votes
Hamegg,Astro Boy (2009),ESTJ,3 Pdb Votes
Mayor Shinn,The Music Man (1962),ESTJ,3 Pdb Votes
Emily Klein,Pretty Persuasion (2005),XXXX,1 Pdb Vote
Inspector Todd,Beverly Hills Cop (1984-1994),ESTJ,7 Pdb Votes
Andrew Bogomil,Beverly Hills Cop (1984-1994),ESTJ,6 Pdb Votes
Casper,Candy,ESTJ,1 Pdb Vote
General Atitaya,Raya and the Last Dragon (2021),ESTJ,1 Pdb Vote
Central Liso,Metegol (Underdogs),ESTJ,0
James' Dad,Dr Bird's Advice For Sad Poets,ESTJ,0
Margaret,My Salinger Year,ESTJ,0
Mrs Squeers,Nicholas Nickleby (2002),ESTJ,2 Pdb Votes
Joanne Charis,Stick It,ESTJ,3 Pdb Votes
"Angelo ""Snaps"" Provolone",Oscar (1991),ESTJ,4 Pdb Votes
Andrea Perron,The Conjuring,ESTJ,21 Pdb Votes
Rowntree,If... (1968),XXXX,1 Pdb Vote
Carol Stark,Rebel Without a Cause (1955),ESTJ,3 Pdb Votes
Kimmie Belzer,The Wolf of Wall Street (2013),ESTJ,13 Pdb Votes
Max Belfort,The Wolf of Wall Street (2013),ESTJ,55 Pdb Votes
"Nicky ""Rugrat"" Koskoff",The Wolf of Wall Street (2013),ESTJ,17 Pdb Votes
Professor Abraham Van Helsing,Hotel Transylvania (2012),ESTJ,31 Pdb Votes
Esteban,Fresh (1994),XXXX,2 Pdb Votes
Adam Lucas,Wrong Turn,ESTJ,4 Pdb Votes
Venable,Wrong Turn,ESTJ,2 Pdb Votes
Richard Mackey,Tron (Series),ESTJ,3 Pdb Votes
CLU 1.0,Tron (Series),ESTJ,3 Pdb Votes
Shrunken Heads,Hotel Transylvania (2012),ESTJ,10 Pdb Votes
Daddy Mac,Uncle Frank,ESTJ,4 Pdb Votes
Terrance Mendoza,Tom and Jerry (2021),ESTJ,17 Pdb Votes
Dani McConell,Fear of Rain,ESTJ,2 Pdb Votes
Rita Marshall,Tootsie (1982),XXXX,1 Pdb Vote
Dr. Susan Verner,Village of the Damned (1995),ESTJ,1 Pdb Vote
Ida Stricker,Middle School: The Worst Years of My Life,ESTJ,7 Pdb Votes
Rebecca Vernet,The Descent,ESTJ,4 Pdb Votes
Carlotta,Phantom of The Opera: At The Royal Albert Hall,ESTJ,7 Pdb Votes
Janice,Possibly in Michigan,ESTJ,11 Pdb Votes
Rachkov’s Mother,Moscow Does Not Believe in Tears(1980),XXXX,7 Pdb Votes
Judge Rivas,Instant Family,ESTJ,5 Pdb Votes
Lita Wagner,Instant Family,ESTJ,22 Pdb Votes
Marissa,F The Prom,ESTJ,8 Pdb Votes
Daddy Topps,The Land Before Time (1988),ESTJ,12 Pdb Votes
Lady Beldon,Mrs. Miniver (1942),ESTJ,2 Pdb Votes
Sam Rice,I Care a Lot (2020),ESTJ,1 Pdb Vote
Priscilla Parker,Consenting Adults (1992),ESTJ,1 Pdb Vote
Fowler,Another Country (1984),ESTJ,3 Pdb Votes
Hardenberg,The Edukators,ESTJ,2 Pdb Votes
Sally,"Love, Rosie (2014)",ESTJ,28 Pdb Votes
Commander Rambo,Blood Diamond (2006),ESTJ,8 Pdb Votes
Chuck,Ernest P. Worrell (Franchise),ESTJ,6 Pdb Votes
Carol Young,After (Film Trilogy),ESTJ,20 Pdb Votes
Amy,Trust (2021),ESTJ,3 Pdb Votes
Nick Nitro,Small Soldiers (1998),ESTJ,2 Pdb Votes
Valeria,Nueve Reinas,XXXX,5 Pdb Votes
April,High Strung (2016),XXXX,1 Pdb Vote
Kyle,High Strung (2016),ESTJ,2 Pdb Votes
Miss Viola,Bloody Birthday (1981),ESTJ,6 Pdb Votes
Charity Stitt,Exchange Student Zero,ESTJ,1 Pdb Vote
Francis Fitzpatrick,She's The One (1996),ESTJ,8 Pdb Votes
Clarence Beeks,Trading Places,ESTJ,20 Pdb Votes
Mortimer Duke,Trading Places,ESTJ,13 Pdb Votes
Amarillo Kid,Madagascar (Franchise),ESTJ,2 Pdb Votes
The General,Antebellum,ESTJ,2 Pdb Votes
Diomedes,Mr. Peabody & Sherman (2014),ESTJ,2 Pdb Votes
Admiral Reigart Leslie,Behind Enemy Lines (2001),ESTJ,1 Pdb Vote
Alberta Russell,Moonlight and Valentino (1995),ESTJ,22 Pdb Votes
Nora,Barnyard (2006),ESTJ,19 Pdb Votes
Bessy,Barnyard (2006),ESTJ,12 Pdb Votes
Anne,Office Space (1999),ESTJ,4 Pdb Votes
Sheriff Lund,Willy's Wonderland (2021),ESTJ,5 Pdb Votes
Agent Jezzie Flannigan,Along Came a Spider (2001),ESTJ,1 Pdb Vote
Ibnu Salam,Layla Majnun,ESTJ,1 Pdb Vote
Lena,Super Mario Bros. (1993),XXXX,11 Pdb Votes
The Fisherman / Benjamin 'Ben' Willis,I Know What You Did Last Summer (1997),ESTJ,9 Pdb Votes
Frank Parker,We are What We are (2013),ESTJ,29 Pdb Votes
Mario Mario,Super Mario Bros. (1993),ESTJ,7 Pdb Votes
Vogon,The Hitchhiker's Guide to the Galaxy (2005),ESTJ,1 Pdb Vote
M. Georges,The Grand Budapest Hotel (2014),ESTJ,1 Pdb Vote
Lilly Raines,In the Line of Fire (1993),ESTJ,2 Pdb Votes
Thomas Kelmot,Mr. Holmes,ESTJ,2 Pdb Votes
Professor Genius,Little Nemo: Adventures in Slumberland,ESTJ,16 Pdb Votes
Joker,Felidae (1994),ESTJ,5 Pdb Votes
Carrie Carter,Night School (2018),ESTJ,12 Pdb Votes
Knuck / Sourpuss,Oz the Great and Powerful (2013),ESTJ,10 Pdb Votes
Paulina Morales,Mujeres al Borde de un Ataque de Nervios (1988),XXXX,7 Pdb Votes
Marisa,Mujeres al Borde de un Ataque de Nervios (1988),ESTJ,10 Pdb Votes
Lucía,Mujeres al Borde de un Ataque de Nervios (1988),ESTJ,12 Pdb Votes
Finney,The World to Come (2020),ESTJ,2 Pdb Votes
Wackford Squeers,Nicholas Nickleby (2002),ESTJ,5 Pdb Votes
Frank Hart,9 To 5 (1980),ESTJ,2 Pdb Votes
Zoe,Zambezia,ESTJ,19 Pdb Votes
Jordan Green,Promising Young Woman (2020),ESTJ,2 Pdb Votes
Sgt. Tony Gonzales,Cobra (1986),ESTJ,6 Pdb Votes
Tracy Lord,High Society,ESTJ,5 Pdb Votes
Aneta,G.F.Darwin,ESTJ,2 Pdb Votes
Mrs. Emma du Maurier,Finding Neverland (2004),ESTJ,3 Pdb Votes
Chief Thuggee Guard,Indiana Jones (Series),ESTJ,4 Pdb Votes
Martin Saxby,God's Own Country (2017),ESTJ,9 Pdb Votes
Minister Edwidge Owens,The Purge (Franchise),ESTJ,1 Pdb Vote
Mrs. Veda,"Yes, God, Yes (2020)",ESTJ,76 Pdb Votes
The Matchmaker,Mulan (Franchise),ESTJ,2 Pdb Votes
Olga,Lovers of the Arctic Circle,ESTJ,2 Pdb Votes
Captain J. J. Jones,Changeling,ESTJ,29 Pdb Votes
Polly Watkins / Galahad,Kingsman (Franchise),ESTJ,20 Pdb Votes
"Marion ""Mr. Sir"" Sevillo",Holes (2003),ESTJ,22 Pdb Votes
Louise Walker / The Warden,Holes (2003),ESTJ,17 Pdb Votes
Grace Ferrin,The Purge (Franchise),ESTJ,1 Pdb Vote
Jama Farah,Eye in the Sky,ESTJ,7 Pdb Votes
Victor Sykes,Boy Erased (2018),ESTJ,1 Pdb Vote
Pardo,Below Zero (2021),ESTJ,30 Pdb Votes
Alistair Russell,The Woman in the Window (2021),ESTJ,4 Pdb Votes
Seth’s Dad,The 40-Year-Old Virgin (2005),ESTJ,0
Antioch Peverell (Oldest Brother),Harry Potter / Wizarding World Films,ESTJ,59 Pdb Votes
Bridget,The Wild (2006),ESTJ,16 Pdb Votes
Marge Dursley,Harry Potter / Wizarding World Films,ESTJ,68 Pdb Votes
Buckbeak,Harry Potter / Wizarding World Films,ESTJ,32 Pdb Votes
Sweets the Barber,Coming to America (1988),ESTJ,1 Pdb Vote
Cleo McDowell,Coming to America (1988),ESTJ,6 Pdb Votes
Rabia,Beyza'nın Kadınları,ESTJ,2 Pdb Votes
Brutus Gunn,The Hunger Games (Franchise),ESTJ,22 Pdb Votes
Auntie Shrew,The Secret of NIMH (1982),ESTJ,2 Pdb Votes
Moses Buggs,Paul (2011),ESTJ,11 Pdb Votes
Eddie Cheng,Crazy Rich Asians (2018),ESTJ,21 Pdb Votes
Arthur Howitzer Jr.,The French Dispatch (2021),ESTJ,31 Pdb Votes
Granny,The White Tiger,ESTJ,4 Pdb Votes
The Mongoose,The White Tiger,ESTJ,4 Pdb Votes
The Stork,The White Tiger,ESTJ,2 Pdb Votes
Emily Asher,Beautiful Creatures (2013),ESTJ,9 Pdb Votes
Principal Duvall,Mean Girls 2 (2011),ESTJ,6 Pdb Votes
Phil Simpson,Chucky,ESTJ,23 Pdb Votes
Hopper,Mr. Right,ESTJ,1 Pdb Vote
Sunny,In a Heartbeat (2017),ESTJ,2 Pdb Votes
Balou,Polisse (2011),ESTJ,1 Pdb Vote
Hildegard,The Princess and the Pea (2002 film),ESTJ,1 Pdb Vote
Bethany,The Addams Family (2019),ESTJ,12 Pdb Votes
Roger Swain,Their Finest (2016),ESTJ,2 Pdb Votes
Phyl Moore,Their Finest (2016),ESTJ,2 Pdb Votes
Mr. Websley,LeapFrog Franchise (2003-2005),ESTJ,10 Pdb Votes
Lois Farrow,The Last Picture Show (1971),XXXX,3 Pdb Votes
Master Guan,Farewell My Concubine (1993),ESTJ,4 Pdb Votes
Juxian,Farewell My Concubine (1993),ESTJ,34 Pdb Votes
Ms. Petrie,D.E.B.S. (2004),ESTJ,3 Pdb Votes
Principal Himbry,Scream (Franchise),ESTJ,16 Pdb Votes
Nancy Loomis,Scream (Franchise),ESTJ,69 Pdb Votes
Henry Wilcox,Howards End,XXXX,17 Pdb Votes
Lallan Singh,Super 30 (2019),ESTJ,6 Pdb Votes
Paul Shäfer,Colonia (2015),ESTJ,12 Pdb Votes
Kamata,The Fast and the Furious (Film Franchise),ESTJ,7 Pdb Votes
Fabienne Morlot,Les Visiteurs,ESTJ,12 Pdb Votes
Jacques-Henri Jacquard,Les Visiteurs,ESTJ,3 Pdb Votes
Mirka (ředitelka),Gympl (2007),ESTJ,20 Pdb Votes
"Lt. Boude ""Lefty"" Enright",The Texas Chainsaw Massacre (Franchise),ESTJ,17 Pdb Votes
Isa Cryer,Advantageous (2015),ESTJ,41 Pdb Votes
Homer Stokes,"O Brother, Where Art Thou? (2000)",ESTJ,1 Pdb Vote
Carlotta Giudicelli,The Phantom of the Opera (2004),ESTJ,2 Pdb Votes
Captain Tweedy,Nancy Drew and the Hidden Staircase (1939 film),XXXX,15 Pdb Votes
Linda Otter,Fantastic Mr. Fox,ESTJ,2 Pdb Votes
Bitsey Bloom,The Life of David Gale (2003),ESTJ,3 Pdb Votes
Sheriff Bill Horton,Charley Varrick,ESTJ,2 Pdb Votes
Lt. Dekker,Last Action Hero,ESTJ,3 Pdb Votes
John Practice,Last Action Hero,ESTJ,18 Pdb Votes
Konstantin Karpov,Little Nikita (1988),ESTJ,1 Pdb Vote
Caesar,Bound (1996),ESTJ,9 Pdb Votes
Spaccafico,Cinema Paradiso (1988),XXXX,26 Pdb Votes
Judith Kuttner,The Nice Guys (2016),ESTJ,3 Pdb Votes
Elizabeth Weiss,Pieces of a Woman (2020),ESTJ,2 Pdb Votes
Dr. Joe Cardin,The Children’s Hour,XXXX,3 Pdb Votes
Monique,Ricos de Amor (2020),ESTJ,14 Pdb Votes
Monsieur Zy,The Tenant (1976),ESTJ,3 Pdb Votes
Crystal,Only God Forgives (2013),ESTJ,2 Pdb Votes
Mr. Lownote,A Journey through Fairyland,ESTJ,14 Pdb Votes
Patrick,I Think We're Alone Now (2018),XXXX,2 Pdb Votes
Inquisitor Inoue Masashige,Silence (2016),ESTJ,1 Pdb Vote
Tony Vivaldi,Last Action Hero,ESTJ,1 Pdb Vote
First Lieutenant Park,Along With The Gods,ESTJ,1 Pdb Vote
M. Ivan,The Grand Budapest Hotel (2014),ESTJ,43 Pdb Votes
Heinz,Where Hands Touch (2018),ENTJ,3 Pdb Votes
Cordelia Winthrop-Scott,Monte Carlo (2011),ESTJ,1 Pdb Vote
Dale Biberman,St. Elmo's Fire (1985),ESTJ,9 Pdb Votes
Kim Tae-Won,The Yellow Sea (Hwanghae),ESTJ,8 Pdb Votes
Max Lomax,New York Minute (2004),ESTJ,12 Pdb Votes
Ushitora,Yojimbo (1961) (用心棒),ESTJ,11 Pdb Votes
Granada,We Can Be Heroes (2020),ESTJ,1 Pdb Vote
Norm,A Hard Day's Night (1964),ESTJ,14 Pdb Votes
Principal Richard Tyler,Fist Fight (2017),ESTJ,1 Pdb Vote
Ron Strickland,Fist Fight (2017),ESTJ,1 Pdb Vote
D Artagnan,D Artagnan and the Three Musketeers,XXXX,1 Pdb Vote
Berzin,Dogfight (1991),XXXX,1 Pdb Vote
Sam Coleman,Die Hard,ESTJ,5 Pdb Votes
Scrooge McDuck,Mickey’s Once Upon A Christmas (1999),XXXX,26 Pdb Votes
Donald Duck,Mickey’s Once Upon A Christmas (1999),ESTJ,4 Pdb Votes
Clyde,Love and Monsters (2020),ESTJ,1 Pdb Vote
Jake Solitano,Silver Linings Playbook (2012),ESTJ,4 Pdb Votes
Adam,Office Uprising,ESTJ,1 Pdb Vote
